output,prompt
"import React from 'react'

import ComponentExample from 'docs/app/Components/ComponentDoc/ComponentExample'
import ExampleSection from 'docs/app/Components/ComponentDoc/ExampleSection'

const LabelTypes = () => (
  <ExampleSection title='Types'>
    <ComponentExample
      title='Label'
      description='A label'
      examplePath='elements/Label/Types/LabelExampleBasic'
    />
    <ComponentExample examplePath='elements/Label/Types/LabelExampleImage' />
    <ComponentExample examplePath='elements/Label/Types/LabelExampleImageColored' />
    <ComponentExample examplePath='elements/Label/Types/LabelExampleIcon' />

    <ComponentExample
      title='Pointing'
      description='A label can point to content next to it'
      examplePath='elements/Label/Types/LabelExamplePointing'
    />
    <ComponentExample examplePath='elements/Label/Types/LabelExamplePointingColored' />

    <ComponentExample
      title='Corner'
      description='A label can position itself in the corner of an element'
      examplePath='elements/Label/Types/LabelExampleCorner'
    />

    <ComponentExample
      title='Tag'
      description='A label can appear as a tag'
      examplePath='elements/Label/Types/LabelExampleTag'
    />

    <ComponentExample
      title='Ribbon'
      description='A label can appear as a ribbon attaching itself to an element'
      examplePath='elements/Label/Types/LabelExampleRibbon'
    />
    <ComponentExample examplePath='elements/Label/Types/LabelExampleRibbonImage' />

    <ComponentExample
      title='Attached'
      description='A label can attach to a content segment'
      examplePath='elements/Label/Types/LabelExampleAttached'
    />

    <ComponentExample
      title='Horizontal'
      description='A horizontal label is formatted to label content along-side it horizontally'
      examplePath='elements/Label/Types/LabelExampleHorizontal'
    />

    <ComponentExample
      title='Floating'
      description='A label can float above another element'
      examplePath='elements/Label/Types/LabelExampleFloating'
    />
  </ExampleSection>
)

export default LabelTypes
","Provide a React component that showcases various types of labels, including basic, image, icon, pointing, corner, tag, ribbon, attached, horizontal, and floating labels."
"/**
 * Copyright (c) Facebook, Inc. and its affiliates.
 *
 * This source code is licensed under the MIT license found in the
 * LICENSE file in the root directory of this source tree.
 *
 * @flow
 */

import React from 'react';
import styles from './ButtonIcon.css';

export type IconType =
  | 'add'
  | 'cancel'
  | 'clear'
  | 'close'
  | 'collapsed'
  | 'copy'
  | 'delete'
  | 'down'
  | 'expanded'
  | 'export'
  | 'filter'
  | 'import'
  | 'log-data'
  | 'more'
  | 'next'
  | 'previous'
  | 'record'
  | 'reload'
  | 'save'
  | 'search'
  | 'settings'
  | 'suspend'
  | 'undo'
  | 'up'
  | 'view-dom'
  | 'view-source';

type Props = {|
  className?: string,
  type: IconType,
|};

export default function ButtonIcon({className = '', type}: Props) {
  let pathData = null;
  switch (type) {
    case 'add':
      pathData = PATH_ADD;
      break;
    case 'cancel':
      pathData = PATH_CANCEL;
      break;
    case 'clear':
      pathData = PATH_CLEAR;
      break;
    case 'close':
      pathData = PATH_CLOSE;
      break;
    case 'collapsed':
      pathData = PATH_COLLAPSED;
      break;
    case 'copy':
      pathData = PATH_COPY;
      break;
    case 'delete':
      pathData = PATH_DELETE;
      break;
    case 'down':
      pathData = PATH_DOWN;
      break;
    case 'expanded':
      pathData = PATH_EXPANDED;
      break;
    case 'export':
      pathData = PATH_EXPORT;
      break;
    case 'filter':
      pathData = PATH_FILTER;
      break;
    case 'import':
      pathData = PATH_IMPORT;
      break;
    case 'log-data':
      pathData = PATH_LOG_DATA;
      break;
    case 'more':
      pathData = PATH_MORE;
      break;
    case 'next':
      pathData = PATH_NEXT;
      break;
    case 'previous':
      pathData = PATH_PREVIOUS;
      break;
    case 'record':
      pathData = PATH_RECORD;
      break;
    case 'reload':
      pathData = PATH_RELOAD;
      break;
    case 'save':
      pathData = PATH_SAVE;
      break;
    case 'search':
      pathData = PATH_SEARCH;
      break;
    case 'settings':
      pathData = PATH_SETTINGS;
      break;
    case 'suspend':
      pathData = PATH_SUSPEND;
      break;
    case 'undo':
      pathData = PATH_UNDO;
      break;
    case 'up':
      pathData = PATH_UP;
      break;
    case 'view-dom':
      pathData = PATH_VIEW_DOM;
      break;
    case 'view-source':
      pathData = PATH_VIEW_SOURCE;
      break;
    default:
      console.warn(`Unsupported type ""${type}"" specified for ButtonIcon`);
      break;
  }

  return (
    <svg
      xmlns=""http://www.w3.org/2000/svg""
      className={`${styles.ButtonIcon} ${className}`}
      width=""24""
      height=""24""
      viewBox=""0 0 24 24"">
      <path d=""M0 0h24v24H0z"" fill=""none"" />
      <path fill=""currentColor"" d={pathData} />
    </svg>
  );
}

const PATH_ADD =
  'M12 2C6.48 2 2 6.48 2 12s4.48 10 10 10 10-4.48 10-10S17.52 2 12 2zm5 11h-4v4h-2v-4H7v-2h4V7h2v4h4v2z';

const PATH_CANCEL = `
  M19 6.41L17.59 5 12 10.59 6.41 5 5 6.41 10.59 12 5 17.59 6.41 19 12 13.41 17.59 19 19 17.59 13.41 12z
`;

const PATH_CLEAR = `
  M12 2C6.48 2 2 6.48 2 12s4.48 10 10 10 10-4.48 10-10S17.52 2 12 2zM4 12c0-4.42 3.58-8 8-8 1.85 0 3.55.63 4.9 1.69L5.69
  16.9C4.63 15.55 4 13.85 4 12zm8 8c-1.85 0-3.55-.63-4.9-1.69L18.31 7.1C19.37 8.45 20 10.15 20 12c0 4.42-3.58 8-8 8z
`;

const PATH_CLOSE =
  'M19 6.41L17.59 5 12 10.59 6.41 5 5 6.41 10.59 12 5 17.59 6.41 19 12 13.41 17.59 19 19 17.59 13.41 12z';

const PATH_COLLAPSED = 'M10 17l5-5-5-5v10z';

const PATH_COPY = `
  M3 13h2v-2H3v2zm0 4h2v-2H3v2zm2 4v-2H3a2 2 0 0 0 2 2zM3 9h2V7H3v2zm12 12h2v-2h-2v2zm4-18H9a2 2 0 0 0-2
  2v10a2 2 0 0 0 2 2h10c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2zm0 12H9V5h10v10zm-8 6h2v-2h-2v2zm-4 0h2v-2H7v2z
`;

const PATH_DELETE = `
  M12 2C6.47 2 2 6.47 2 12s4.47 10 10 10 10-4.47 10-10S17.53 2 12 2zm5 13.59L15.59 17 12
  13.41 8.41 17 7 15.59 10.59 12 7 8.41 8.41 7 12 10.59 15.59 7 17 8.41 13.41 12 17 15.59z
`;

const PATH_DOWN = 'M7.41 8.59L12 13.17l4.59-4.58L18 10l-6 6-6-6 1.41-1.41z';

const PATH_EXPANDED = 'M7 10l5 5 5-5z';

const PATH_EXPORT = 'M15.82,2.14v7H21l-9,9L3,9.18H8.18v-7ZM3,20.13H21v1.73H3Z';

const PATH_FILTER = 'M10 18h4v-2h-4v2zM3 6v2h18V6H3zm3 7h12v-2H6v2z';

const PATH_IMPORT = 'M8.18,18.13v-7H3l9-8.95,9,9H15.82v7ZM3,20.13H21v1.73H3Z';

const PATH_LOG_DATA = `
  M20 8h-2.81c-.45-.78-1.07-1.45-1.82-1.96L17 4.41 15.59 3l-2.17 2.17C12.96 5.06 12.49 5 12 5c-.49 0-.96.06-1.41.17L8.41
  3 7 4.41l1.62 1.63C7.88 6.55 7.26 7.22 6.81 8H4v2h2.09c-.05.33-.09.66-.09 1v1H4v2h2v1c0 .34.04.67.09 1H4v2h2.81c1.04
  1.79 2.97 3 5.19 3s4.15-1.21 5.19-3H20v-2h-2.09c.05-.33.09-.66.09-1v-1h2v-2h-2v-1c0-.34-.04-.67-.09-1H20V8zm-6
  8h-4v-2h4v2zm0-4h-4v-2h4v2z
`;

const PATH_MORE = `
  M12 8c1.1 0 2-.9 2-2s-.9-2-2-2-2 .9-2 2 .9 2 2 2zm0 2c-1.1 0-2 .9-2 2s.9 
  2 2 2 2-.9 2-2-.9-2-2-2zm0 6c-1.1 0-2 .9-2 2s.9 2 2 2 2-.9 2-2-.9-2-2-2z
`;

const PATH_NEXT = 'M12 4l-1.41 1.41L16.17 11H4v2h12.17l-5.58 5.59L12 20l8-8z';

const PATH_PREVIOUS =
  'M20 11H7.83l5.59-5.59L12 4l-8 8 8 8 1.41-1.41L7.83 13H20v-2z';

const PATH_RECORD = 'M4,12a8,8 0 1,0 16,0a8,8 0 1,0 -16,0';

const PATH_RELOAD = `
  M17.65 6.35C16.2 4.9 14.21 4 12 4c-4.42 0-7.99 3.58-7.99 8s3.57 8 7.99 8c3.73 0
  6.84-2.55 7.73-6h-2.08c-.82 2.33-3.04 4-5.65 4-3.31 0-6-2.69-6-6s2.69-6 6-6c1.66 0
  3.14.69 4.22 1.78L13 11h7V4l-2.35 2.35z
`;

const PATH_SAVE = `
  M17 3H5c-1.11 0-2 .9-2 2v14c0 1.1.89 2 2 2h14c1.1 0 2-.9 2-2V7l-4-4zm-5 16c-1.66 0-3-1.34-3-3s1.34-3 3-3 3 1.34 3 3-1.34 3-3 3zm3-10H5V5h10v4z
`;

const PATH_SEARCH = `
  M8.5,22H3.7l-1.4-1.5V3.8l1.3-1.5h17.2l1,1.5v4.9h-1.3V4.3l-0.4-0.6H4.2L3.6,4.3V20l0.7,0.7h4.2V22z
  M23,13.9l-4.6,3.6l4.6,4.6l-1.1,1.1l-4.7-4.4l-3.3,4.4l-3.2-12.3L23,13.9z
`;

const PATH_SETTINGS = `
  M19.43 12.98c.04-.32.07-.64.07-.98s-.03-.66-.07-.98l2.11-1.65c.19-.15.24-.42.12-.64l-2-3.46c-.12-.22-.39-.3-.61-.22l-2.49
  1c-.52-.4-1.08-.73-1.69-.98l-.38-2.65C14.46 2.18 14.25 2 14 2h-4c-.25 0-.46.18-.49.42l-.38
  2.65c-.61.25-1.17.59-1.69.98l-2.49-1c-.23-.09-.49 0-.61.22l-2 3.46c-.13.22-.07.49.12.64l2.11
  1.65c-.04.32-.07.65-.07.98s.03.66.07.98l-2.11 1.65c-.19.15-.24.42-.12.64l2 3.46c.12.22.39.3.61.22l2.49-1c.52.4
  1.08.73 1.69.98l.38 2.65c.03.24.24.42.49.42h4c.25 0 .46-.18.49-.42l.38-2.65c.61-.25 1.17-.59 1.69-.98l2.49
  1c.23.09.49 0 .61-.22l2-3.46c.12-.22.07-.49-.12-.64l-2.11-1.65zM12 15.5c-1.93 0-3.5-1.57-3.5-3.5s1.57-3.5
  3.5-3.5 3.5 1.57 3.5 3.5-1.57 3.5-3.5 3.5z
`;

const PATH_SUSPEND = `
  M15 1H9v2h6V1zm-4 13h2V8h-2v6zm8.03-6.61l1.42-1.42c-.43-.51-.9-.99-1.41-1.41l-1.42 1.42C16.07 4.74 14.12 4 12 4c-4.97
  0-9 4.03-9 9s4.02 9 9 9 9-4.03 9-9c0-2.12-.74-4.07-1.97-5.61zM12 20c-3.87 0-7-3.13-7-7s3.13-7 7-7 7 3.13 7 7-3.13 7-7 7z
`;

const PATH_UNDO = `
  M12.5 8c-2.65 0-5.05.99-6.9 2.6L2 7v9h9l-3.62-3.62c1.39-1.16 3.16-1.88 5.12-1.88
  3.54 0 6.55 2.31 7.6 5.5l2.37-.78C21.08 11.03 17.15 8 12.5 8z
`;

const PATH_UP = 'M7.41 15.41L12 10.83l4.59 4.58L18 14l-6-6-6 6z';

const PATH_VIEW_DOM = `
  M12 4.5C7 4.5 2.73 7.61 1 12c1.73 4.39 6 7.5 11 7.5s9.27-3.11 11-7.5c-1.73-4.39-6-7.5-11-7.5zM12
  17c-2.76 0-5-2.24-5-5s2.24-5 5-5 5 2.24 5 5-2.24 5-5 5zm0-8c-1.66 0-3 1.34-3 3s1.34 3 3 3
  3-1.34 3-3-1.34-3-3-3z
`;

const PATH_VIEW_SOURCE = `
  M9.4 16.6L4.8 12l4.6-4.6L8 6l-6 6 6 6 1.4-1.4zm5.2 0l4.6-4.6-4.6-4.6L16 6l6 6-6 6-1.4-1.4z
  `;
","Create a React functional component called ButtonIcon that takes an iconType prop and returns an SVG icon. The component should have a className prop to allow for custom styling. The iconType prop should be one of the following values: ""add"", ""cancel"", ""clear"", ""close"", ""collapsed"", ""copy"", ""delete"", ""down"", ""expanded"", ""export"", ""filter"", ""import"", ""log-data"", ""more"", ""next"", ""previous"", ""record"", ""reload"", ""save"", ""search"", ""settings"", ""suspend"", ""undo"", ""up"", ""view-dom"", or ""view-source"". The component should return an SVG element with the corresponding path data for the icon type. If an unsupported icon type is specified, a warning should be logged to the console."
"import _$ from 'jquery';
import React from 'react';
import ReactDOM from 'react-dom';
import TestUtils from 'react-addons-test-utils';
import jsdom from 'jsdom';
import chai, { expect } from 'chai';
import chaiJquery from 'chai-jquery';
import { Provider } from 'react-redux';
import { createStore } from 'redux';
import reducers from '../src/reducers';

global.document = jsdom.jsdom('<!doctype html><html><body></body></html>');
global.window = global.document.defaultView;
global.navigator = global.window.navigator;
const $ = _$(window);

chaiJquery(chai, chai.util, $);

function renderComponent(ComponentClass, props = {}, state = {}) {
  const componentInstance =  TestUtils.renderIntoDocument(
    <Provider store={createStore(reducers, state)}>
      <ComponentClass {...props} />
    </Provider>
  );

  return $(ReactDOM.findDOMNode(componentInstance));
}

$.fn.simulate = function(eventName, value) {
  if (value) {
    this.val(value);
  }
  TestUtils.Simulate[eventName](this[0]);
};

export {renderComponent, expect};
",Create a helper function that renders a React component within a Redux store for integration testing. Include methods for simulating events on the component and assertions using Chai Jquery.
"import React from 'react';
import { View, ViewPropTypes } from 'react-native';
import T from 'prop-types';
import s from './styles';

const Separator = ({
  withShadow,
  withOpacity,
  marginVertical,
  marginTop,
  marginBottom,
  style,
}) => (
  <View
    style={[
      s.root,
      marginVertical && { marginVertical },
      marginTop && { marginTop },
      marginBottom && { marginBottom },
      withShadow && s.shadow,
      withOpacity && s.opacity,
      style,
    ]}
  />
);
Separator.propTypes = {
  withShadow: T.bool,
  withOpacity: T.bool,
  marginVertical: T.number,
  marginTop: T.number,
  marginBottom: T.number,
  style: ViewPropTypes.style,
};

export default Separator;
","Provide a React Native component that displays a separator line. The component should take props to customize its appearance, including shadow, opacity, and margins."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let CommunicationMessage = (props) => (
  <SvgIcon {...props}>
    <path d=""M20 2H4c-1.1 0-1.99.9-1.99 2L2 22l4-4h14c1.1 0 2-.9 2-2V4c0-1.1-.9-2-2-2zm-2 12H6v-2h12v2zm0-3H6V9h12v2zm0-3H6V6h12v2z""/>
  </SvgIcon>
);
CommunicationMessage = pure(CommunicationMessage);
CommunicationMessage.displayName = 'CommunicationMessage';

export default CommunicationMessage;
","Create a React component with the following specifications:
- Name: CommunicationMessage
- Import React and the pure function from recompose
- Import the SvgIcon component from another file
- The component should be a pure component using the pure function from recompose
- The component should render an SVG icon with the following path:
  - d=""M20 2H4c-1.1 0-1.99.9-1.99 2L2 22l4-4h14c1.1 0 2-.9 2-2V4c0-1.1-.9-2-2-2zm-2 12H6v-2h12v2zm0-3H6V9h12v2zm0-3H6V6h12v2z"""
"import React from 'react';

const App = () => (
  <div>Hello World!</div>
);

export default App;
","Create a simple React component that renders the text ""Hello World!"" to the screen."
"import './style/Footer.scss';

import React, { Component } from 'react';

export default class Footer extends Component {
  render() {
    return (
      <footer>
        <div className='container'>
          This is a footer.<br />
          A test footer. :P
        </div>
      </footer>
    );
  }
}
","Design a React component that displays a minimal footer content with the following properties:
- A container div with a class name of ""container""
- Text within the container that says ""This is a footer.""
- Another line of text within the container that says ""A test footer. :P"""
"import './login.styl';
import Component from '../components/component.react';
import React from 'react';
import exposeRouter from '../components/exposerouter.react';
import {focusInvalidField} from '../lib/validation';

@exposeRouter
export default class Login extends Component {

  static propTypes = {
    actions: React.PropTypes.object.isRequired,
    auth: React.PropTypes.object.isRequired,
    msg: React.PropTypes.object.isRequired,
    router: React.PropTypes.func
  }

  onFormSubmit(e) {
    e.preventDefault();
    const {actions: {auth}, auth: {form}} = this.props;
    auth.login(form.fields)
      .then(() => this.redirectAfterLogin())
      .catch(focusInvalidField(this));
  }

  redirectAfterLogin() {
    const {router} = this.props;
    const nextPath = router.getCurrentQuery().nextPath;
    router.replaceWith(nextPath || 'home');
  }

  render() {
    const {
      actions: {auth: actions},
      auth: {form},
      msg: {auth: {form: msg}}
    } = this.props;

    return (
      <div className=""login"">
        <form onSubmit={::this.onFormSubmit}>
          <fieldset disabled={form.disabled}>
            <legend>{msg.legend}</legend>
            <input
              autoFocus
              name=""email""
              onChange={actions.setFormField}
              placeholder={msg.placeholder.email}
              value={form.fields.email}
            />
            <br />
            <input
              name=""password""
              onChange={actions.setFormField}
              placeholder={msg.placeholder.password}
              type=""password""
              value={form.fields.password}
            />
            <br />
            <button
              children={msg.button.login}
              type=""submit""
            />
            {form.error &&
              <span className=""error-message"">{form.error.message}</span>
            }
            <div>{msg.hint}</div>
          </fieldset>
        </form>
      </div>
    );
  }

}
",Generate a React component class named Login that is used for user authentication. The component should handle form submission and redirect the user to a specified path after successful login. Include relevant propTypes and necessary functions for form handling and error handling.
"// (C) Copyright 2014-2015 Hewlett Packard Enterprise Development LP

import React, { Component } from 'react';
import PropTypes from 'prop-types';
import classnames from 'classnames';
import CSSClassnames from '../../../utils/CSSClassnames';
import Intl from '../../../utils/Intl';
import Props from '../../../utils/Props';

const CLASS_ROOT = CSSClassnames.CONTROL_ICON;
const COLOR_INDEX = CSSClassnames.COLOR_INDEX;

export default class Icon extends Component {
  render () {
    const { className, colorIndex } = this.props;
    let { a11yTitle, size, responsive } = this.props;
    let { intl } = this.context;

    const classes = classnames(
      CLASS_ROOT,
      `${CLASS_ROOT}-sync`,
      className,
      {
        [`${CLASS_ROOT}--${size}`]: size,
        [`${CLASS_ROOT}--responsive`]: responsive,
        [`${COLOR_INDEX}-${colorIndex}`]: colorIndex
      }
    );

    a11yTitle = a11yTitle || Intl.getMessage(intl, 'sync');

    const restProps = Props.omit(this.props, Object.keys(Icon.propTypes));
    return <svg {...restProps} version=""1.1"" viewBox=""0 0 24 24"" width=""24px"" height=""24px"" role=""img"" className={classes} aria-label={a11yTitle}><path fill=""none"" stroke=""#000"" strokeWidth=""2"" d=""M5,19 L16,19 C19.866,19 23,15.866 23,12 L23,9 M8,15 L4,19 L8,23 M19,5 L8,5 C4.134,5 1,8.134 1,12 L1,15 M16,1 L20,5 L16,9""/></svg>;
  }
};

Icon.contextTypes = {
  intl: PropTypes.object
};

Icon.defaultProps = {
  responsive: true
};

Icon.displayName = 'Sync';

Icon.icon = true;

Icon.propTypes = {
  a11yTitle: PropTypes.string,
  colorIndex: PropTypes.string,
  size: PropTypes.oneOf(['xsmall', 'small', 'medium', 'large', 'xlarge', 'huge']),
  responsive: PropTypes.bool
};

","Create an SVG icon with a circular arrow and export it as a React component called Icon. The icon should have a 24x24 viewBox, a role of img, and an aria label. The icon should also be accessible with an a11yTitle prop. The component should accept props for className, colorIndex, size, and responsive. The default size should be medium and responsive should default to true."
"import React from 'react';

import { createChapter } from 'components/chapter';
import Equation from 'components/equation';
import Formula from 'components/formula';
import Chart from 'components/chart';

const title = 'Hipergeomterijska porazdelitev';

function Title(props) {
    return (
        <span>
            { props.title }{' '}
            <Equation math=""H(n, M, N)"" />
        </span>
    );
}

function Chapter() {
    const variables = '0 & 1 & 2 & ... & n';
    const probabilities = 'f(0) & f(1) & f(2) & ... & f(n)';
    
    const distribution = `
        H(n, M, N) \\sim \\left(\\begin{array}{c}
            ${variables}\\\\ ${probabilities}
        \\end{array}\\right)
    `;
    
    return (
        <div>
            <p>
                Hipergeometrijska porazdelitev razporeja glede na število
                ugodnih izborov. Odvisna je od števila vseh možnih izbir, vseh
                ugodnih izbir in števila izbir, ki jih naredimo. Primer take
                porazdelitve je igra z barvastimi kroglicami, kjer izbiramo brez
                vračanja in nas zanima verjetnost, da smo izbrali določeno
                število kroglic prave barve.
            </p>
            
            <Formula
                name=""Hipergeomterijska porazdelitev""
                math={distribution}
                params={{
                    'n': 'Število vseh izbir',
                    'M': 'Število ugodnih možnosti',
                    'N': 'Število vseh možnosti'
                }}
            />
            
            <p>
                Pri računanju s hipergeomterijsko porazdelitvijo si lahko
                pomagamo z naslednjimi formulami:
            </p>
            
            <Formula.Group>
                <Formula
                    name=""Funkcija gostote""
                    math=""f(x) = \frac{\binom{M}{x}\binom{N - M}{n - x}}{\binom{N}{n}}""
                />
                
                <Formula
                    name=""Porazdelitvena funkcija""
                    math=""F(x) = \frac{\sum_{i=0}^x \binom{M}{i}\binom{N - M}{n - i}}{\binom{N}{n}}""
                    params={{
                        'x': 'Število poskusov'
                    }}
                />
            </Formula.Group>
            
            <Formula.Group>
                <Formula
                    name=""Matematično upanje""
                    math=""E(X) = \frac{nM}{N}""
                />
                
                <Formula
                    name=""Disperzija""
                    math=""D(X) = n \frac{M}{N} \frac{(N - M)}{N} \frac{N - n}{N - 1}""
                    params={{
                        'X': 'Slučajna spremenljivka'
                    }}
                />
            </Formula.Group>
            
            <Chart
                name=""Primer grafa""
                width=""500"" height=""400""
                func=""Hypergeometric(x, n, M, N)"" params={{ n: 4, M: 3, N: 10 }}
                range={[-1, 4]} discrete
            />
        </div>
    );
}

export default createChapter(title, Chapter, [], { Title });","Generate a React component named ""HypergeometricDistribution"" that explains the hypergeometric distribution using text, equations, formulas, and a chart. Include a custom title component."
"
import React, { Component } from 'react';
import PropTypes from 'prop-types';
import { connect } from 'react-redux';
import { loadCategory, unloadCategory } from '../actions';
import PageItem from '../pages/page/PageItem';
import EventItem from '../pages/event/EventItem';

class ItemContext extends Component {

  componentDidMount() {
    const { filter } = this.props;
    if (filter) {
      this._load(this.props);
    }
  }

  componentWillReceiveProps(nextProps) {
    const { filter } = nextProps;
    if (filter && (!this.props.filter ||
      JSON.stringify(filter) !== JSON.stringify(this.props.filter))) {
      this._load(nextProps);
    }
  }

  componentWillUnmount() {
    const { dispatch } = this.props;
    dispatch(unloadCategory('pages'));
    dispatch(unloadCategory('events'));
  }

  _load(props) {
    const { dispatch, filter } = props;
    dispatch(loadCategory('pages', {
      filter: { public: true, ...filter },
      select: 'name path',
    }));
    dispatch(loadCategory('events', {
      filter: { public: true, ...filter },
      select: 'name path start stop allDay dates',
    }));
  }

  render() {
    const { align, events, pages } = this.props;
    const pageItems = (pages || []).map(page => (
      <li key={page._id}>
        <PageItem align={align} item={page} />
      </li>
    ));
    const eventItems = (events || []).map(event => (
      <li key={event._id}>
        <EventItem align={align} item={event} />
      </li>
    ));
    return (
      <ul className=""page-context list"">
        {pageItems}
        {eventItems}
      </ul>
    );
  }
}

ItemContext.propTypes = {
  align: PropTypes.oneOf(['start', 'center', 'end']),
  dispatch: PropTypes.func.isRequired,
  events: PropTypes.array,
  filter: PropTypes.object,
  pages: PropTypes.array,
};

ItemContext.defaultProps = {
  align: 'center',
  events: undefined,
  filter: undefined,
  pages: undefined,
};

const select = state => ({
  events: (state.events || {}).items,
  pages: (state.pages || {}).items,
});

export default connect(select)(ItemContext);
",Describe the functionality of this snippet of code within the context of a React application.
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ImageColorize = (props) => (
  <SvgIcon {...props}>
    <path d=""M20.71 5.63l-2.34-2.34c-.39-.39-1.02-.39-1.41 0l-3.12 3.12-1.93-1.91-1.41 1.41 1.42 1.42L3 16.25V21h4.75l8.92-8.92 1.42 1.42 1.41-1.41-1.92-1.92 3.12-3.12c.4-.4.4-1.03.01-1.42zM6.92 19L5 17.08l8.06-8.06 1.92 1.92L6.92 19z""/>
  </SvgIcon>
);
ImageColorize = pure(ImageColorize);
ImageColorize.displayName = 'ImageColorize';
ImageColorize.muiName = 'SvgIcon';

export default ImageColorize;
",Generate a React component for an SVG icon of an image colorize icon. The code should make use of the `recompose/pure` library to optimize for performance and should include type annotations.
"import React from 'react';
import {Image} from 'react-native';

var btnsDefault = [ { text: 'Button' } ];

var btnsTypes = [
  { text: 'Primary',    type: 'primary',   },
  { text: 'Secondary',  type: 'secondary', },
  { text: 'Delete',     type: 'delete',    }
];

var rows = [
  {
    text: ""Basic Example"",
    right: btnsDefault,
  }, {
    text: ""onPress Callback"",
    right: [
      {
        text: 'Press Me',
        onPress: function(){ alert('button pressed') },
        type: 'primary',
      }
    ],
  }, {
    text: ""Button Types"",
    right: btnsTypes,
  }, {
    text: ""Button with custom styling"",
    right: [
      {
        text: 'Button',
        backgroundColor: '#4fba8a',
        color: '#17807a',
        underlayColor: ""#006fff"",
      }
    ],
  },
  {
    text: ""Overswipe background color (drag me far)"",
    right: btnsDefault,
    backgroundColor: '#006fff',
  }, {
    text: ""Swipeout autoClose={true}"",
    right: btnsDefault,
    autoClose: true,
  }, {
    text: ""Five buttons (full-width) + autoClose={true}"",
    right: [
      { text: 'One'},
      { text: 'Two'},
      { text: 'Three' },
      { text: 'Four' },
      { text: 'Five' }
    ],
    autoClose: true,
  }, {
    text: ""Custom button component"",
    right: [
      {
        component: <Image style={{flex: 1}} source={{uri: 'http://facebook.github.io/react/img/logo_og.png'}} />
      }
    ],
  }, {
    text: ""Swipe me right (buttons on left side)"",
    left: btnsDefault,
  }, {
    text: ""Buttons on both sides"",
    left: btnsTypes,
    right: btnsTypes,
  },
];

export default rows;
","Provide a list of React Native button examples, including basic buttons, buttons with custom styling, buttons with onPress callbacks, and buttons with multiple button types. Include examples of buttons with left-aligned and right-aligned buttons."
"import React from 'react';
import packageJSON from '../../package.json';

let version = packageJSON.version;

if (/docs/.test(version)) {
  version = version.split('-')[0];
}

const PageHeader = React.createClass({
  render() {
    return (
        <footer className='bs-docs-footer' role='contentinfo'>
          <div className='container'>
            <div className='bs-docs-social'>
              <ul className='bs-docs-social-buttons'>
                <li>
                  <iframe className='github-btn'
                    src='https://ghbtns.com/github-btn.html?user=react-bootstrap&repo=react-bootstrap&type=watch&count=true'
                    width={95}
                    height={20}
                    title='Star on GitHub' />
                </li>
                <li>
                  <iframe className='github-btn'
                    src='https://ghbtns.com/github-btn.html?user=react-bootstrap&repo=react-bootstrap&type=fork&count=true'
                    width={92}
                    height={20}
                    title='Fork on GitHub' />
                </li>
                <li>
                  <iframe
                    src=""https://platform.twitter.com/widgets/follow_button.html?screen_name=react_bootstrap&show_screen_name=true""
                    width={230}
                    height={20}
                    allowTransparency=""true""
                    frameBorder='0'
                    scrolling='no'>
                  </iframe>
                </li>
              </ul>
            </div>
            <p>Code licensed under <a href='https://github.com/react-bootstrap/react-bootstrap/blob/master/LICENSE' target='_blank'>MIT</a>.</p>
            <ul className='bs-docs-footer-links muted'>
              <li>Currently v{version}</li>
              <li>·</li>
              <li><a href='https://github.com/react-bootstrap/react-bootstrap/'>GitHub</a></li>
              <li>·</li>
              <li><a href='https://github.com/react-bootstrap/react-bootstrap/issues?state=open'>Issues</a></li>
              <li>·</li>
              <li><a href='https://github.com/react-bootstrap/react-bootstrap/releases'>Releases</a></li>
            </ul>
          </div>
        </footer>
      );
  }
});

export default PageHeader;
","Create a page footer for a React component library website that includes social media buttons, copyright information, version number, and links to the library's GitHub repository, issues page, and releases page. The version number should be extracted from the package.json file and should exclude any ""-docs"" suffix."
