output,prompt
"import React from 'react';
import PropTypes from 'prop-types';
import ImmutablePropTypes from 'react-immutable-proptypes';
import { connect } from 'react-redux';
import ImmutablePureComponent from 'react-immutable-pure-component';
import { injectIntl } from 'react-intl';
import { setupListEditor, clearListSuggestions, resetListEditor } from '../../actions/lists';
import Account from './components/account';
import Search from './components/search';
import EditListForm from './components/edit_list_form';
import Motion from '../ui/util/optional_motion';
import spring from 'react-motion/lib/spring';

const mapStateToProps = state => ({
  accountIds: state.getIn(['listEditor', 'accounts', 'items']),
  searchAccountIds: state.getIn(['listEditor', 'suggestions', 'items']),
});

const mapDispatchToProps = dispatch => ({
  onInitialize: listId => dispatch(setupListEditor(listId)),
  onClear: () => dispatch(clearListSuggestions()),
  onReset: () => dispatch(resetListEditor()),
});

export default @connect(mapStateToProps, mapDispatchToProps)
@injectIntl
class ListEditor extends ImmutablePureComponent {

  static propTypes = {
    listId: PropTypes.string.isRequired,
    onClose: PropTypes.func.isRequired,
    intl: PropTypes.object.isRequired,
    onInitialize: PropTypes.func.isRequired,
    onClear: PropTypes.func.isRequired,
    onReset: PropTypes.func.isRequired,
    accountIds: ImmutablePropTypes.list.isRequired,
    searchAccountIds: ImmutablePropTypes.list.isRequired,
  };

  componentDidMount () {
    const { onInitialize, listId } = this.props;
    onInitialize(listId);
  }

  componentWillUnmount () {
    const { onReset } = this.props;
    onReset();
  }

  render () {
    const { accountIds, searchAccountIds, onClear } = this.props;
    const showSearch = searchAccountIds.size > 0;

    return (
      <div className='modal-root__modal list-editor'>
        <EditListForm />

        <Search />

        <div className='drawer__pager'>
          <div className='drawer__inner list-editor__accounts'>
            {accountIds.map(accountId => <Account key={accountId} accountId={accountId} added />)}
          </div>

          {showSearch && <div role='button' tabIndex='-1' className='drawer__backdrop' onClick={onClear} />}

          <Motion defaultStyle={{ x: -100 }} style={{ x: spring(showSearch ? 0 : -100, { stiffness: 210, damping: 20 }) }}>
            {({ x }) => (
              <div className='drawer__inner backdrop' style={{ transform: x === 0 ? null : `translateX(${x}%)`, visibility: x === -100 ? 'hidden' : 'visible' }}>
                {searchAccountIds.map(accountId => <Account key={accountId} accountId={accountId} />)}
              </div>
            )}
          </Motion>
        </div>
      </div>
    );
  }

}
","            Provide a detailed description of a React component called ""ListEditor"" which integrates with Redux and React-Motion. This component should allow users to edit a list, search for accounts to add to the list, and manage the list's contents. Specify the component's props, state, and lifecycle methods, as well as any UI or visual aspects to include."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let MapsEditLocation = (props) => (
  <SvgIcon {...props}>
    <path d=""M12 2C8.14 2 5 5.14 5 9c0 5.25 7 13 7 13s7-7.75 7-13c0-3.86-3.14-7-7-7zm-1.56 10H9v-1.44l3.35-3.34 1.43 1.43L10.44 12zm4.45-4.45l-.7.7-1.44-1.44.7-.7c.15-.15.39-.15.54 0l.9.9c.15.15.15.39 0 .54z""/>
  </SvgIcon>
);
MapsEditLocation = pure(MapsEditLocation);
MapsEditLocation.displayName = 'MapsEditLocation';

export default MapsEditLocation;
",Generate an SVG icon React component using Styled Components for the MapsEditLocation icon from Google's Material Design icon set.
"import React from 'react';
import PropTypes from 'prop-types';

import {html} from 'components';
import ModelMetaRow from './ModelMetaRow';

import './ModelMetaArrayField.less';
const bem = html.bem('ModelMetaArrayField');

class ModelMetaArrayField extends React.Component {

    static formId = 'ModelEditor';

    static propTypes = {
        fields: PropTypes.object,
        appTypes: PropTypes.arrayOf(PropTypes.shape({
            name: PropTypes.string
        })),
        isAR: PropTypes.bool,
        onKeyDown: PropTypes.func,
    };

    render() {
        const isAR = this.props.isAR;
        return (
            <div className={bem(bem.block(), 'form-inline')}>
                <div className='pull-right text-muted'>
                    <small>
                        Используйте&nbsp;
                        <span className='label label-default'>Shift</span>
                        &nbsp;+&nbsp;
                        <span className='label label-default'>↑↓</span>
                        &nbsp;для перехода по полям
                    </small>
                </div>
                <h3>
                    {isAR ? 'Attributes meta information' : 'Form fields'}
                </h3>
                <table className='table table-striped table-hover'>
                    <thead>
                        <tr>
                            <th>#</th>
                            <th>Name</th>
                            <th>Label</th>
                            <th>Hint</th>
                            <th className={bem.element('th-app-types')}>
                                Type
                            </th>
                            {isAR && (
                                <th className={bem(bem.element('th-small'), bem.element('th-default-value'))}>
                                    Default value
                                </th>
                            )}
                            <th className={bem.element('th-small')}>
                                Required
                            </th>
                            {isAR && (
                                <th className={bem(bem.element('th-small'), bem.element('th-publish'))}>
                                    Publish to frontend
                                </th>
                            )}
                            <th />
                        </tr>
                    </thead>
                    <tbody>
                        {this.props.fields.map((attribute, index) => (
                            <ModelMetaRow
                                key={index}
                                attribute={attribute}
                                index={index}
                                appTypes={this.props.appTypes}
                                onKeyDown={this.props.onKeyDown}
                                onRemove={() => this.props.fields.remove(index)}
                                isAR={isAR}
                            >
                            </ModelMetaRow>
                        ))}
                    </tbody>
                </table>
                <div>
                    <a
                        className='btn btn-sm btn-default'
                        href='javascript:void(0)'
                        onClick={() => this.props.fields.push()}
                    >
                        <span className='glyphicon glyphicon-plus'/> Добавить
                    </a>
                </div>
            </div>
        );
    }

}

export default ModelMetaArrayField;","Generate the React component code for a table that displays and allows the user to edit an array of model attributes. The table should have columns for the attribute name, label, hint, type, default value (if any), required status, and publish to frontend status. The table should have a button to add a new attribute and allow the user to remove attributes using a button in each row. The component should handle keyboard navigation using the shift key and up/down arrows."
"import Component from 'react-pure-render/component';
import React from 'react';
import { FormattedMessage, defineMessages } from 'react-intl';
import EditorFormatAlignLeft from 'material-ui/svg-icons/editor/format-align-left';
import { grey200 } from 'material-ui/styles/colors';


const _messages = defineMessages({
  emptyArticle: {
    defaultMessage: 'No data so far',
    id: 'ui.emptyArticle.empty'
  }
});

export default class EmptyList extends Component {

  render() {
    const emptyListContainerStyle = {
      width: '100%',
      height: '70vh',
      verticalAlign: 'middle',
      textAlign: 'center',
      color: grey200
    };
    const emptyListContentStyle = {
      position: 'relative',
      top: '50%',
      transform: 'translateY(-50%)'
    };
    const iconStyle = {
      width: 300,
      height: 300
    };

    return (
      <div style={emptyListContainerStyle}>
        <div style={emptyListContentStyle}>
          <EditorFormatAlignLeft color={grey200} style={iconStyle} />
          <p>
            <FormattedMessage {..._messages.emptyArticle} />
          </p>
        </div>
      </div>
    );
  }
}
",Provide a React component rendering a placeholder for empty screens using iconography and i18n text.
"import React from 'react'
import { Checkbox } from 'semantic-ui-react'

const CheckboxExampleToggle = () => (
  <Checkbox toggle />
)

export default CheckboxExampleToggle
",Create a React code snippet using the Semantic UI React component library to display a simple toggle checkbox.
"import React from 'react';

export const SidePanelContext = React.createContext();
",Create a JavaScript code snippet that defines a React context named SidePanelContext.
"import React from 'react';
import invariant from 'invariant';
import { createRouteFromReactElement } from './RouteUtils';
import { component, components } from './PropTypes';
import warning from 'warning';

var { string, bool, func } = React.PropTypes;

/**
 * A <Route> is used to declare which components are rendered to the page when
 * the URL matches a given pattern.
 *
 * Routes are arranged in a nested tree structure. When a new URL is requested,
 * the tree is searched depth-first to find a route whose path matches the URL.
 * When one is found, all routes in the tree that lead to it are considered
 * ""active"" and their components are rendered into the DOM, nested in the same
 * order as they are in the tree.
 */
export var Route = React.createClass({

  statics: {

    createRouteFromReactElement(element) {
      var route = createRouteFromReactElement(element);

      if (route.handler) {
        warning(false, '<Route handler> is deprecated, use <Route component> instead');
        route.component = route.handler;
        delete route.handler;
      }

      return route;
    }
  
  },

  propTypes: {
    path: string,
    ignoreScrollBehavior: bool,
    handler: component,
    component,
    components,
    getComponents: func
  },

  render() {
    invariant(
      false,
      '<Route> elements are for router configuration only and should not be rendered'
    );
  }

});

export default Route;
",Describe the purpose of the React Route component and how it is used to map URLs to React components.
"import { css } from '../css';
import React, { Component } from 'react';
import { findDOMNode } from 'react-dom';
import Velocity from 'velocity-animate';

// const uuid = require('uuid');


class AnimatedBox extends Component {
    constructor(props) {
        super(props);

        this.state = { mounted: false };
    }

    componentWillMount() {
        // silence
    }

    componentWillAppear(callback) {
        // const el = findDOMNode(this);
        const el = findDOMNode(this);
        Velocity(el, { opacity: 1 }, { visibility: 'visible' }, 800)
        .then(() => {
            this.setState({ mounted: true });
            callback();
        });
    }

    componentWillEnter(callback) {
        // const el = findDOMNode(this);
        callback();
    }

    componentDidEnter() {
        const el = findDOMNode(this);
        Velocity(el, { opacity: 1 }, { visibility: 'visible' }, 800)
        .then(() => {
            this.setState({ mounted: true });
        });
    }

    componentWillLeave(callback) {
        const el = findDOMNode(this);
        Velocity(el, { opacity: 0 }, { visibility: 'hidden' }, { delay: 250, duration: 800 })
        .then(() => {
            this.setState({ mounted: false });
            callback();
        });
    }

    render() {
        const children = !!this.props.children ? this.props.children : null;
        return (
            <div className={css.baseCSS.animatedBox + ' ' + css.baseCSS.fullHeight}>
                {children}
            </div>
        );
    }
}

AnimatedBox.propTypes = {
    id: React.PropTypes.string,
    children: React.PropTypes.node
};

export default AnimatedBox;
",Create a component in React that uses velocity animations to fade in and out when mounting and unmounting.
"import React, { Component } from 'react';

/**
 * General component description.
 */
export default class MyComponent extends Component {
  render() {
    // ...
  }
}

MyComponent.defaultProps = {
    showPagination: true,
    paginationColor: '#09c',
    paginationSpace: 20
}

MyComponent.propTypes = {
  /** Description of prop ""children"". */
  children: React.PropTypes.node.isRequired,
  showPagination: React.PropTypes.bool,
  paginationColor: React.PropTypes.string,
  paginationSpace: React.PropTypes.number,
}
","Create a reusable React component called MyComponent that can be used for any purpose and has the following features:

- It has a required prop called ""children"" to render the content inside the component.
- It has an optional prop called ""showPagination"" which defaults to `true`.
- It has an optional prop called ""paginationColor"" which defaults to `#09c`.
- It has an optional prop called ""paginationSpace"" which defaults to `20`."
"import React from 'react';

class Home extends React.Component {
  render() {
    return (
      <div className=""container"">
      <div className=""row"">
      <div className=""col s12"">
      <div className=""card hoverable"">
      <div className=""card-content red-text"">
        <span className=""card-title red-text"">Charles C Click</span><br />
        Email:&nbsp;<a href=""mailto:CharlesClick@vertinext.com"">CharlesClick@vertinext.com</a><br />
        Skillset:&nbsp;Web Development<br />
        This Website:&nbsp;<a href=""https://facebook.github.io/react/"">React</a> and <a href=""http://materializecss.com/"">Materialize</a><br />
        <blockquote>
          I am a coder and web developer in Knoxville, TN, who also hosts websites, games and other services through a personal server. There is a list of my Github repositories and currently hosted games and services available on other pages.
        </blockquote>
      </div>
      <div className=""card-action red-text"">
        <a href=""https://docs.google.com/document/d/1ykS2_34-GQd0SbrjpG9NbBvq40L62qWxGJc43KAjOD8/edit?usp=sharing"">View Resume</a>
      </div>
      </div>
      </div>
      </div>
      </div>
    );
  }
}

module.exports = Home;
","Create a React component that displays a profile card with the following information:
- Name: Charles C Click
- Email: CharlesClick@vertinext.com
- Skillset: Web Development
- Website: Built using React and Materialize
- Short bio: Coder and web developer in Knoxville, TN, who hosts websites, games and other services through a personal server.
- Link to resume: Google Doc link"
"import React from 'react'
import { connect } from 'react-redux'
import { Table } from 'antd'

@connect(
  state => ({
    detail: state.pages.reviewSettings.strategyDetail
  })
)

export default class DetailBoxView extends React.Component {

  render () {
    const { info, detail } = this.props

    const columns = [{
      title: '策略编号',
      dataIndex: 'authId',
      key: 'authId'
    }, {
      title: '策略名称',
      dataIndex: 'alias',
      key: 'alias'
    }, {
      title: '授权方式',
      dataIndex: 'authType',
      key: 'authType',
      render: (text, record) => {
        return text === '0' || text === 0 ? <span>无序</span> : <span>有序</span>
      }
    }, {
      title: '授权定义',
      children: [{
        title: '一级',
        dataIndex: 'add1',
        key: 'add1'
      }, {
        title: '二级',
        dataIndex: 'add2',
        key: 'add2'
      }, {
        title: '三级',
        dataIndex: 'add3',
        key: 'ad3'
      }, {
        title: '四级',
        dataIndex: 'add4',
        key: 'add4'
      }, {
        title: '五级',
        dataIndex: 'add5',
        key: 'add5'
      }]
    }]

    let dataSource = []
    if (detail.alias) {
      dataSource.push({
        ...detail,
        key: 1
      })
    }

    return (
      <div className='detailBox'>
        <h4 style={{ paddingBottom: '15px' }}>交易名称：{info.bsnName}</h4>
        <div className='app-narrow-table'>
          <Table
            bordered
            columns={columns}
            dataSource={dataSource}
            pagination={false}
          />
        </div>
      </div>
    )
  }
}
",Generate a React component that renders a table with specific columns and data. The data should be provided as props and the component should render a header with a title.
"import React from 'react';
import Comment from './CommentItem';
import moment from 'moment';

const CommentList = (props) => {
  return (
    <div className=""ui segment"">
      <div className=""ui comments"">
        <h3 className=""ui dividing header"">Comments</h3>
        {
          props.commentData.map((comment) => {
            return (
              <Comment
                username={comment.username}
                timeCreated={moment(comment.timeCreated).calendar()}
                text={comment.text}
              />
            );
          })
        }
        <form 
          className=""ui reply form"" 
          onSubmit={props.preventDefaultSubmit}
        >
          <div className=""field"">
            <label></label>
            <textarea
              rows=""2""
              value={props.reply}
              onChange={props.handleReplyChange}
            ></textarea>
          </div>
          <div 
            className=""ui labeled submit icon button""
            onClick={props.handleSubmit}
          >
            <i className=""icon edit""></i> Add Reply
          </div>
        </form>

      </div>
    </div>
  );
};

module.exports = CommentList;
","Create a React component to display a list of comments, including a submitted time and username. The component should also include a simple form for adding a new comment."
"import React, { Component } from 'react';
import ReactDOM from 'react-dom';
import ReactRoutes from './routes/routes.js';
import { Provider } from 'react-redux';
import { createStore, applyMiddleware } from 'redux';

import reducers from './reducers';

const createStoreWithMiddleware = applyMiddleware()(createStore);

ReactDOM.render(
  <Provider store={createStoreWithMiddleware(reducers)}>
    {ReactRoutes}
  </Provider>
, document.getElementById('app'));","A React application that utilizes Redux for state management. The code snippet should include the import of necessary React and Redux libraries, the definition of a root reducer, and the creation of a Redux store with middleware. Finally, the application should render the React routes within a Redux Provider component."
"import React from 'react';
import { Meteor } from 'meteor/meteor';

import { Info as info } from '../../app/utils';
import { ServerContext } from '../contexts/ServerContext';
import { APIClient } from '../../app/utils/client';

const absoluteUrl = (path) => Meteor.absoluteUrl(path);

const callMethod = (methodName, ...args) => new Promise((resolve, reject) => {
	Meteor.call(methodName, ...args, (error, result) => {
		if (error) {
			reject(error);
			return;
		}

		resolve(result);
	});
});

const callEndpoint = (httpMethod, endpoint, ...args) => {
	const allowedHttpMethods = ['get', 'post', 'delete'];
	if (!httpMethod || !allowedHttpMethods.includes(httpMethod.toLowerCase())) {
		throw new Error('Invalid http method provided to ""useEndpoint""');
	}
	if (!endpoint) {
		throw new Error('Invalid endpoint provided to ""useEndpoint""');
	}

	if (endpoint[0] === '/') {
		return APIClient[httpMethod.toLowerCase()](endpoint.slice(1), ...args);
	}

	return APIClient.v1[httpMethod.toLowerCase()](endpoint, ...args);
};

const uploadToEndpoint = (endpoint, params, formData) => {
	if (endpoint[0] === '/') {
		return APIClient.upload(endpoint.slice(1), params, formData).promise;
	}

	return APIClient.v1.upload(endpoint, params, formData).promise;
};

const getStream = (streamName, options = {}) => new Meteor.Streamer(streamName, options);

const contextValue = {
	info,
	absoluteUrl,
	callMethod,
	callEndpoint,
	uploadToEndpoint,
	getStream,
};

export function ServerProvider({ children }) {
	return <ServerContext.Provider children={children} value={contextValue} />;
}
",Create a React component that provides commonly used methods and properties in the application as context to child components.
"import React from 'react';
import { connect } from 'react-redux';
import { ProgressBar, Collapse, Row, Col } from 'react-bootstrap';
import TimeDisplay from './Time-display';

function totalPlayingTime(player, currentTime) {
    if (player.isPlaying) {
        return player.previousPlaytime + (currentTime - player.subInTime);
    }
    return player.previousPlaytime;
}

function totalPlayingPercent(player, currentTime){
    return 100*(totalPlayingTime(player,currentTime) / currentTime);
}

function timeSinceLastSub(player, currentTime) {
    if (player.isPlaying) {
        return currentTime - player.subInTime;
    }
    return currentTime - player.subOutTime;
}

const Player = ({ player, currentTime, onSubClick, onGoalScored, onToggleClock}) => (
  <Row>
    <Col xs={2}>
        <button type=""button"" className=""btn btn-primary"" onClick={() => onSubClick(player.id)}>SUB</button>
    </Col>
    <Col xs={4}>
        <span className=""player-name""> {player.name} </span>
    </Col>
    <Col xs={2}>
        <button type=""button"" className=""btn"" onClick={() => onGoalScored(player.id)}> {player.goals} </button>
    </Col>
    <Col xs={4}>
        <ProgressBar bsStyle=""success"" now={totalPlayingPercent(player, currentTime)} onClick={() => onToggleClock(player.id)} />
        <Collapse in={player.showClock}>
          <div>
            <TimeDisplay clockStyle=""last-sub"" time={timeSinceLastSub(player, currentTime)} />
            <TimeDisplay clockStyle=""total-played"" time={totalPlayingTime(player, currentTime)} />
          </div>
        </Collapse>
    </Col>
  </Row>
);

const mapStateToProps = (state, ownProps) => {
  return { currentTime: state.clock.currentTime };
};

const mapDispatchToProps = dispatch => {
  return {
    onSubClick: (playerId, currentTime) => dispatch({ type: 'SUB_PLAYER', playerId, currentTime }),
    onGoalScored: (playerId) => dispatch({ type: 'GOAL', playerId }),
    onToggleClock: (playerId) => dispatch({ type: 'TOGGLE_CLOCK', playerId})
  };
};

function mergeProps(stateProps, dispatchProps, ownProps) {
  return Object.assign({}, ownProps, {
    onSubClick: (playerId) => dispatchProps.onSubClick(playerId, stateProps.currentTime),
    onGoalScored: (playerId) => dispatchProps.onGoalScored(playerId),
    onToggleClock: (playerId) => dispatchProps.onToggleClock(playerId),
    currentTime: stateProps.currentTime
  })
}

export default connect(mapStateToProps, mapDispatchToProps, mergeProps)(Player)
","Create a React component for a player in a sports game that displays their name, a button to substitute them out, a button to track the number of goals they score, and a collapsible progress bar that shows the percentage of the game they have played and the time since they were last substituted in."
"import React from 'react'
import BrandGallery from '../components/BrandGallery'

export default () => (
  <BrandGallery brand='Chou Chou' />
)
",Provide the code to render the 'Chou Chou' gallery component in a React component.
"/**
 * @providesModule ZeroProj.Components.SecondScene
 */

/* eslint-disable no-unused-vars */
import React from 'react';
/* eslint-enable no-unused-vars */
import { StyleSheet, View } from 'react-native';
import { Actions } from 'react-native-router-flux';
import Button from 'react-native-button';

// Utils
import FontUtils from 'app/utils/FontUtils';

export default function SecondScene() {
  return (
    <View style={styles.container}>
      <Button onPress={Actions.pop} style={styles.buttonText}>
        Back to FirstScene
      </Button>
    </View>
  );
}

const styles = StyleSheet.create({
  container: {
    alignItems: 'center',
    flex: 1,
    justifyContent: 'center',
  },
  buttonText: FontUtils.build({
    color: '#3b5998',
    size: 20,
    weight: FontUtils.weights.semibold,
  }),
});
",Design a React Native component for a scene in a tab-based navigation app. The scene should include a button that navigates back to the previous scene when pressed. Provide styles for the scene and button.
"import React from 'react';
import { Route, IndexRoute } from 'react-router';
import App from './components/App';
import HomePage from './components/home/HomePage';
import AboutPage from './components/about/AboutPage';
import CoursesPage from './components/course/CoursesPage';
// Linting warning is thrown here due to the fact that ManageCoursePage is exported as a default export (for app) and as a named export (for testing).
import ManageCoursePage from './components/course/ManageCoursePage'; //eslint-disable-line import/no-named-as-default

export default (
  /* Always load the App component and then pass the nested items as ""children"" to the App based on the routing. */
  <Route path=""/"" component={App}>
    {/* If someone goes to /, we will load the HomePage. */}
    <IndexRoute component={HomePage} />
    <Route path=""courses"" component={CoursesPage} />
    <Route path=""course"" component={ManageCoursePage} />
    <Route path=""course/:id"" component={ManageCoursePage} />
    <Route path=""about"" component={AboutPage} />
  </Route>
);
","Create a React application's route configuration that defines the routes to different components based on the URL. The main App component should be loaded for all routes, while specific components are rendered based on the route, such as the home page, about page, courses page, and course management page."
"import test from 'ava'
import buildComponentTest from '../../src/generate/build-component-test'

const expected = `import test from 'ava'
import React from 'react'
import sinon from 'sinon'

import { render } from 'react-dom'
import { renderToStaticMarkup } from 'react-dom/server'
import { Simulate } from 'react-addons-test-utils'

import Awesome from './Awesome'

test('does something awesome', t => {
  const output = renderStatic()
  t.true(output.includes('children'))
})

function renderStatic (props) {
  return renderToStaticMarkup(<Awesome {...props} />)
}

function renderToDiv (props) {
  const div = document.createElement('div')
  render (
    <Awesome {...props}>
      {props.children || 'ohai!'}
    </Awesome>,
    div
  )

  return div
}
`

test('creates component test', t => {
  t.plan(1)

  const output = buildComponentTest('awesome', {
    props: ['foo:number:required', 'bar']
  })

  t.same(output, expected)
})
","Create a component test for the Awesome component with the following props:
- required prop 'foo' of type number
- optional prop 'bar'"
"import React from 'react';

import SPELLS from 'common/SPELLS';
import SpellIcon from 'common/SpellIcon';
import SpellLink from 'common/SpellLink';
import { formatNumber } from 'common/format';

import Module from 'Parser/Core/Module';
import AbilityTracker from 'Parser/Core/Modules/AbilityTracker';

import StatisticBox, { STATISTIC_ORDER } from 'Main/StatisticBox';

class AuraOfMercy extends Module {
  static dependencies = {
    abilityTracker: AbilityTracker,
  };

  on_initialized() {
    if (!this.owner.error) {
      this.active = this.owner.selectedCombatant.hasTalent(SPELLS.AURA_OF_MERCY_TALENT.id);
    }
  }

  get healing() {
    const abilityTracker = this.abilityTracker;
    const getAbility = spellId => abilityTracker.getAbility(spellId);

    return (getAbility(SPELLS.AURA_OF_MERCY_HEAL.id).healingEffective + getAbility(SPELLS.AURA_OF_MERCY_HEAL.id).healingAbsorbed);
  }
  get hps() {
    return this.healing / this.owner.fightDuration * 1000;
  }

  suggestions(when) {
    when(this.auraOfSacrificeHps).isLessThan(30000)
      .addSuggestion((suggest, actual, recommended) => {
        return suggest(<span>The healing done by your <SpellLink id={SPELLS.AURA_OF_SACRIFICE_TALENT.id} /> is low. Try to find a better moment to cast it or consider changing to <SpellLink id={SPELLS.AURA_OF_MERCY_TALENT.id} /> or <SpellLink id={SPELLS.DEVOTION_AURA_TALENT.id} /> which can be more reliable.</span>)
          .icon(SPELLS.AURA_OF_SACRIFICE_TALENT.icon)
          .actual(`${formatNumber(actual)} HPS`)
          .recommended(`>${formatNumber(recommended)} HPS is recommended`)
          .regular(recommended - 5000).major(recommended - 10000);
      });
  }
  statistic() {
    return (
      <StatisticBox
        icon={<SpellIcon id={SPELLS.AURA_OF_MERCY_TALENT.id} />}
        value={`${formatNumber(this.hps)} HPS`}
        label=""Healing done""
      />
    );
  }
  statisticOrder = STATISTIC_ORDER.OPTIONAL();
}

export default AuraOfMercy;
","Describe a code snippet that creates a React component to display statistics about the Healing per Second (HPS) of a spell called ""Aura of Mercy"" in a game. The component should include a suggestion if the HPS is below a certain threshold, recommending switching to other spells."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let DeviceBatteryCharging60 = (props) => (
  <SvgIcon {...props}>
    <path fillOpacity="".3"" d=""M15.67 4H14V2h-4v2H8.33C7.6 4 7 4.6 7 5.33V11h3.87L13 7v4h4V5.33C17 4.6 16.4 4 15.67 4z""/><path d=""M13 12.5h2L11 20v-5.5H9l1.87-3.5H7v9.67C7 21.4 7.6 22 8.33 22h7.33c.74 0 1.34-.6 1.34-1.33V11h-4v1.5z""/>
  </SvgIcon>
);
DeviceBatteryCharging60 = pure(DeviceBatteryCharging60);
DeviceBatteryCharging60.displayName = 'DeviceBatteryCharging60';
DeviceBatteryCharging60.muiName = 'SvgIcon';

export default DeviceBatteryCharging60;
",Create a React component using Material UI's SvgIcon component that renders an SVG icon of a battery charging at 60%.
"import React from 'react';
import { render } from ""react-dom"";
import App from './App';
import registerServiceWorker from './registerServiceWorker';
require(""./assets/sass/main.scss"");

render(
  <App />,
  document.getElementById(""app"")
);
registerServiceWorker();
","Generate a React application with the following features:
- Import React and ReactDOM from 'react'
- Import App from './App'
- Import registerServiceWorker from './registerServiceWorker'
- Require the file './assets/sass/main.scss'
- Render the App component to the div with the id 'app'
- Register the service worker"
"'use strict';

import React from 'react';

export default React.createClass({
  displayName: 'ReposePage',
  
  render() {
    return (
      <main class=""container"">
        <h1>Repos Page</h1>
        <a href=""/""> &larr; back to Public</a>
      </main>
    )
  }
});","Write the React code for a page component with the following specifications:
- The page should have the title ""Repos Page""
- The page should have a back button that links to the root route (""/"")"
"import React from 'react';
import PropTypes from 'prop-types';
import { LineChart, Line, XAxis, YAxis, CartesianGrid, Tooltip, Legend } from 'recharts';
import styles from './styles';


class ResponseTime extends React.Component {
  static propTypes = {
    average: PropTypes.number.isRequired,
    data: PropTypes.array.isRequired,
    max: PropTypes.number.isRequired,
  }

  render() {
    let latestResponse = 0;
    for (let i = this.props.data.length - 1; i >= 0; --i) {
      const response = this.props.data[i].time;
      if (response !== 0) {
        latestResponse = response;
        break;
      }
    }
    return (
      <div style={styles.content}>
        <h4>Response Time</h4>
        Last Response Time: {latestResponse} ms<br />
        Max Response Time: {this.props.max} ms<br />
        Average Response Time: {this.props.average} ms<br />
        <LineChart
          width={500}
          height={300}
          data={this.props.data}
          margin={{ top: 5, right: 30, left: 20, bottom: 5 }}
        >
          <XAxis dataKey=""name"" />
          <YAxis />
          <CartesianGrid strokeDasharray=""3 3"" />
          <Tooltip />
          <Legend />
          <Line type=""monotone"" dataKey=""time"" stroke=""#8884d8"" activeDot={{ r: 8 }} />
        </LineChart>
      </div>
    );
  }
}


export default ResponseTime;
","Create a React component that displays a line chart of response time data. The component should include the following features:
- A title of ""Response Time""
- A display of the latest response time
- A display of the maximum response time
- A display of the average response time
- A line chart of the response time data over time, with the x-axis labeled as ""Time"" and the y-axis labeled as ""Response Time (ms)""
- The ability to pass in the data, average response time, and maximum response time as props"
"import React from 'react';
import RegistrationForm from 'ps-react/RegistrationForm';

/** Registration from with email and password inputs */
export default class ExampleRegistrationForm extends React.Component {
  onSubmit = (user) => {
    console.log(user);
  }

  render() {
    return <RegistrationForm 
              confirmationMessage=""Success!!!"" 
              onSubmit={this.onSubmit}
              minPasswordLength={8}
              />
  }
}","Create a registration form with email and password inputs, a minimum password length of 8 characters, and a confirmation message that says ""Success!!!"" upon successful registration."
"import React from 'react'

export const HomeView = () => (
  <div>
    <h4>Welcome!</h4>
  </div>
)

export default HomeView
","Create a React component called HomeView that displays the text ""Welcome!"""
"import cx from 'classnames'
import _ from 'lodash'
import PropTypes from 'prop-types'
import React from 'react'

import {
  childrenUtils,
  customPropTypes,
  getElementType,
  getUnhandledProps,
  META,
  SUI,
  useTextAlignProp,
} from '../../lib'

/**
 * A card can contain a description with one or more paragraphs.
 */
function CardDescription(props) {
  const { children, className, content, textAlign } = props
  const classes = cx(
    useTextAlignProp(textAlign),
    'description',
    className,
  )
  const rest = getUnhandledProps(CardDescription, props)
  const ElementType = getElementType(CardDescription, props)

  return (
    <ElementType {...rest} className={classes}>
      {childrenUtils.isNil(children) ? content : children}
    </ElementType>
  )
}

CardDescription._meta = {
  name: 'CardDescription',
  parent: 'Card',
  type: META.TYPES.VIEW,
}

CardDescription.propTypes = {
  /** An element type to render as (string or function). */
  as: customPropTypes.as,

  /** Primary content. */
  children: PropTypes.node,

  /** Additional classes. */
  className: PropTypes.string,

  /** Shorthand for primary content. */
  content: customPropTypes.contentShorthand,

  /** A card content can adjust its text alignment. */
  textAlign: PropTypes.oneOf(_.without(SUI.TEXT_ALIGNMENTS, 'justified')),
}

export default CardDescription
","Generate a React component called CardDescription that displays a description within a card. It should accept children or content as props, and allow for custom styles through the className prop. Include textAlign as a prop to control the alignment of the text."
"import React from 'react';
import PulseGroup from 'skeletons/PulseGroup';
import createArray from 'extensions/createArray';

const SkeletonGroup = ({ count = 1, children, ...rest }) => (
  <React.Fragment>
    {createArray(count).map(rowIdx => (
      <PulseGroup {...rest} key={rowIdx}>
        {children}
      </PulseGroup>
    ))}
  </React.Fragment>
);

/**
 * @component
 */
export default SkeletonGroup;
","Create a React component function called `SkeletonGroup` that accepts a count (defaults to 1) and a `children` prop. It should render as many `PulseGroup` components as the provided count, each wrapped in a fragment with a unique key. The `children` prop should be rendered inside each `PulseGroup`. Pass all other props to each `PulseGroup`."
